,Tweets
917,sebi bet ai machine learning plan data analytics project track market manipulation tbg livestockrates httpstcorzdhhbxhbu
918,world top bitcoin miningrig maker halt sale client flee tbg livestockrates finance market trading httpstcob9vmrom6vk
919,crypto rat poison third mainstream investment firm tell jpmorgan tbg livestockrates finance market httpstco5btjwnqsep
920,rupee snap 2day losing streak close higher u dollar tbg livestockrates finance market trading httpstcolcfn2oziob
921,jet airway hit upper circuit nclt approves resolution plan tbg livestockrates finance market trading httpstcoblexclllvm
922,nifty fy21 eps 142 highest since fy11 despite downgrade tbg livestockrates finance market trading httpstcootqhvuboyj
923,gary gensler say sec focusing spacs retail trading apps tbg livestockrates finance market trading httpstcof1wnhyhmrs
924,5g phone jiobook aramco news watch ril agm tbg livestockrates finance market trading nsel httpstco2uma9zeehy
925,ashoka buildcon q4 review order win crucial going ahead icici security tbg livestockrates finance market httpstcoaznz4i1xml
926,dow sampp 500 trade mixed nasdaq composite aim 16th record close tbg livestockrates finance market httpstcomd5ibwzfc6
927,gold price climb highest finish week tbg livestockrates finance market trading nsel marketnews httpstcor9jl3kevgo
928,electronic art buying mobile game studio playdemic 14b tbg livestockrates finance market httpstcoits45ybwvd
929,u stock mixed release economic data tbg livestockrates finance market trading nsel marketnews httpstcom5j0sie4dh
930,fannie mae freddie mac share dive supreme court ruling tbg livestockrates finance market trading httpstcomhq3gcbuso
931,luxurygoods result exceptional thats bad news say hsbc tbg livestockrates finance httpstcokjppkjwc0i
932,oil price rise u crude inventory 5th straight week tbg livestockrates finance market httpstcojuevkjitqt
933,microsoft worth 2 trillion analyst daniel ives say wont stop tbg livestockrates finance httpstcomxmtbqpjwz
934,gensler sec focusing spacs retail trading apps tbg livestockrates finance market trading nsel httpstcotddj1pgf6w
935,better realization provide nmdc solace amid rising royalty charge tbg livestockrates finance market trading httpstcoqv2wth5j2e
936,market may flying high india inc earnings upgrade go missing tbg livestockrates finance market httpstco08euw50ed1
937,danish meme stock soar goldman sachs briefly build stake tbg livestockrates finance market httpstcoolejr3ijtd
938,bitcoin bounce back trade 34000 dogecoin 40 tbg livestockrates finance market trading nsel httpstcozhfzbbqvj9
939,hcc q4 result net profit fall 49 r 157 crore tbg livestockrates finance market trading nsel httpstcohfbiicoane
940,schneider electric infra q4 result firm loss narrow r 11 crore tbg livestockrates finance market httpstcokcvhelgyxd
941,apollo hospital q4 result co post net profit r 169 crore tbg livestockrates finance market trading httpstcokb30qlpqzc
942,asia capital sell stake rbl bank tbg livestockrates finance market trading nsel marketnews newsupdate httpstcof2pvztyluz
943,nike report earnings thursday dont expect beat tbg livestockrates finance market trading nsel httpstcoij72wztfqw
944,asian market gain fed chief say u inflation temporary tbg livestockrates finance market trading httpstcoy2s3ih7zhu
945,corning poised raise price display glass stock rally tbg livestockrates finance market trading httpstco2ve8mcrre6
946,rallis india look boost manufacturing capacity launch new product tbg livestockrates finance market httpstcofxjd32v1tn
947,dabur replace paper carton used packing ayurvedic toothpaste tbg livestockrates finance market httpstcobvucc5j59q
948,bank maharashtra get shareholder nod raise r 5000 cr tbg livestockrates finance market trading httpstcoreeqkhb74v
949,future retail seek extension time filing result tbg livestockrates finance market trading nsel httpstcohxbcwjpvww
950,lic housing finance raise r 2334 cr lic equity capital tbg livestockrates finance market httpstcocp6a5kyu91
951,ptc india post 4 rise q4 profit r 4977 cr tbg livestockrates finance market trading nsel httpstcov4ixnnkhzg
952,union bank india raise r 850 cr bond tbg livestockrates finance market trading nsel httpstco3w3nlus974
953,jios made india 5g solution globally competitive mukesh ambani tbg livestockrates finance market httpstcob1jjfqmi6d
954,ptc india board approves acquisition ilampfs energy development energy consulting biz tbg livestockrates httpstcojw3kpudx6i
955,jio big opportunity tap jiophone next industry watcher tbg livestockrates finance market httpstcov0gl8up8rg
956,nifty50 face stiff resistance 1585015900 level tbg livestockrates finance market trading nsel httpstcooaijwthi1h
957,nclt directs reliance home finance repay due ncd holder tbg livestockrates finance market trading httpstco5wmfqp1gg9
958,dow jones jump 300 pt sampp 500 nasdaq hit record high jobless claim ease tbg livestockrates finance httpstcodfclpazvdd
959,indian bank focus fee income cost reduction boost bottom line tbg livestockrates finance market httpstcotv3qmfwd19
960,nifty form inside bar consolidation phase continues tbg livestockrates finance market trading nsel httpstco3z9sewlmti
961,gold price fall r 93 silver rise r 99 tbg livestockrates finance market trading nsel marketnews httpstcoelg0b0xd7l
962,crude oil future rise spot demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcofegpvyifeb
963,aluminium future fall low demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcoxtzq8oubar
964,zinc future muted demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcomplsbd230f
965,gmr infra pledge 24 crore share favour klj plasticizer tbg livestockrates finance market trading httpstcozx8x2qupuq
966,fampo bullish candle amp inside bar nifty chart give bull edge tbg livestockrates finance market trading httpstcou1punrc4yh
967,asirvad microfinance securitises mf loan worth r 262 crore tbg livestockrates finance market trading nsel httpstcog5zqjubega
968,robinhood ceo call change exchange pricing rule tbg livestockrates finance market trading nsel httpstco6cdb61ogwd
969,sebi mull framework spacs help startup list bse nse tbg livestockrates finance market httpstcodqqzvjs5qd
970,india flag high oil price concern opec tbg livestockrates finance market trading nsel marketnews httpstco0yl0diynbl
971,sona comstar shyam metalics make gain stock market debut tbg livestockrates finance market trading httpstco28skfbjw6t
972,wall street nasdaq sampp 500 hit alltime high job recovery gain traction tbg livestockrates finance httpstco0fspitmcfc
973,mukesh ambanis plan fail prop ril stock tbg livestockrates finance market trading nsel marketnews httpstcounrta455ax
974,india pesticide ipo subscribed 379 time day 2 tbg livestockrates finance market trading nsel httpstco6wfakbjxzm
975,halfway year steel ethanol lead rise commodity price tbg livestockrates finance market httpstcotxq2wd9h3o
976,nasdaq set recordagain sampp 500 come close tbg livestockrates finance market trading nsel httpstco0insknxcsf
977,gold price fall hold onto weektodate gain tbg livestockrates finance market trading nsel marketnews httpstcoclfg3qerrh
978,dow extends gain 300 point biden announces infrastructure deal tbg livestockrates finance httpstco00b9xrprms
979,caterpillar boeing share gain contribute dows 350point rally tbg livestockrates finance market trading httpstcohqi9nrnmnt
980,walmart coming bank citigroup say tbg livestockrates finance market trading nsel marketnews httpstcodqrtdz1nix
981,siemens stock could rise 50 tbg livestockrates finance market trading nsel marketnews newsupdate httpstcomwiph053yq
982,deliveroo share jump ruling rider selfemployed tbg livestockrates finance market trading nsel httpstcohbajemshst
983,amgen inc httpstco4d33pdyobp inc share gain lead dows 262point jump tbg livestockrates finance httpstcobbhmdldeoi
984,eli lilly jump dollar tree slip stock market race higher tbg livestockrates finance market trading httpstconiypkirjy2
985,siemens ceo want reinvent 174yearold industrial giant tbg livestockrates finance market trading httpstcohgbahqsvwx
986,treasury yield mixed following u jobless claim durablegoods gdp report tbg livestockrates finance httpstcofvcfnnkwt2
987,bank lead european stock higher bond yield recover tbg livestockrates finance market trading nsel httpstcoa32ypyk6kr
988,copper miner stock could take hit new tax chile tbg livestockrates finance market trading nsel httpstco6ixckcoebb
989,asian market stall investor watch catalyst tbg livestockrates finance market trading nsel httpstcome049sieiw
990,xpeng raise money hong kong listing tbg livestockrates finance market trading nsel marketnews httpstcoskr5azffea
991,oil price rise brent holding ground 2 12year high tbg livestockrates finance market trading httpstcoroezvvouct
992,accenture stock rise strong earnings spending gaining steam tbg livestockrates finance market httpstco1egkiwex8k
993,airline share rise eu lift travel ban american report tbg livestockrates finance market trading httpstcocy3lbebzya
994,vivendi confirms talk ackmans spac 10 stake universal music group tbg livestockrates finance httpstco5gxbz0pv2d
995,berkshire hathaway inc cl b stock fall wednesday underperforms market tbg livestockrates finance market httpstcolmjrfiwivi
996,toshiba board chairman fails win reappointment pivotal shareholder vote tbg livestockrates finance httpstcocbbapw6eec
997,asian market gain u stock rally infrastructure deal tbg livestockrates finance market trading httpstco9wcze5vwfs
998,dow rise 300 point sampp 500 nasdaq score record biden announces infrastructure deal tbg httpstcod7qq7ancs0
999,tesla inc stock outperforms competitor strong trading day tbg livestockrates finance market trading httpstco96zabx9frs
1000,35260 spot level banknifty decision maker keep eye near term view positional leader httpstco4njqy2i2f8
1001,rt supra_traders 35260 spot level banknifty decision maker keep eye near term view positional leader b
1002,getting call every morning past 3 month axis bank asking pay loan amount 18l httpstcojq6kmxxgv3
1003,maxlifeinsurance axisbank dgshipping fleetmanagement
1004,rt vishalj02779969 maxlifeinsurance axisbank dgshipping fleetmanagement
1005,dear axis bank someone miss emi share someone phonebook number collection agency withou httpstcokmjcyekocz
1006,httpstcodxgpldxsir
1007,rt anandapatil76
1008,axisbank banknifty stock httpstcotxb2fz46ij
1009,axisbank looking good current level 754 could touch 800 coming day buy current level httpstco3i6izep0c2
1010,axis bank axisbank mera paisa wapus kro jo consolder charge k nam pr debit kiya h
1011,axisbank axisbank ji kisi cutmr k sath axis bank consolder charge k naam pr jyada paisa debit kr rha h wo sb tw httpstcovjg2bexdiz
1012,want invest midcap mutual fund take look 3 best performing mid cap mutualfunds nipponindia httpstcoqtvsm1ef2e
1013,top gainer adn loser marketupdate stockmarketupdate tatasteel sbin axisbank stayinvested100 httpstcocib5sntj76
1014,banknifty breakout seen sustains 35165 expect good move coming day short term target 37 httpstco5dccdtietl
1015,axisbank range trading tight range last one month soon see good momentum httpstcoxiba6fanix
1016,rt tradin_insight axisbank range trading tight range last one month soon see good momentum sto
1017,rt avinashvr1991 axisbank httpstcovmprygrqwr
1018,avinashvr1991 super awesome sir call party axisbank
1019,chart setup axisbank httpstcodhtqhdpfyi httpstcompydqhavy8
1020,axisbank httpstcoe7vxt7zhxx httpstcodx7jwx2keu
1021,entered axisbank httpstcox9w07ckadz
1022,axisbank httpstcowlwzlskmav httpstcovmprygrqwr
1023,axisbank century httpstco1pryyy3ozz httpstcotkonud119p
1024,rt avinashvr1991 axisbank httpstcovmprygrqwr
1025,rt avinashvr1991 axisbank century httpstcotkonud119p
1026,axisbank 7401st tgt 738 done httpstcoyxxhbstbbn
1027,tradingview axisbank 1st tgt 470 done high 744 httpstcox6hy7hbdpv
1028,tradingview 21 june axisbank made 749 towards 2 tgt tatasteel 1126 towards 1 tgt sell nifty 15600pe low 1 httpstcowtteiojmjm
1029,tradingview 21 june tatasteel 1160 2nd tgt done entry 1100 axisbank made 749 towards 2 tgt
1030,positionaltrading tradingview axisbank high 758 near 3 tgt 760 tatasteel high 1170 near 3 tgt httpstconsd0jyux8n
1031,axisbank stuck range 6 week trend positive 751 sustain good long support ment httpstcokwg5coyco9
1032,axisbank bought 754 yesterday told 751 support remaining 720725 mastersimplicity httpstcow3tsxtbnrj
1033,mutualfund favourite stock icicibank 521 scheme hdfcbank 496 scheme airtel 490 scheme infosys 4 httpstcoinqbwivwtt
1034,axisbank break 01st hurdle 750 next 760
1035,axisbank httpstcohmz5ywf3p7
1036,icmcbo alert sell axisbank cmp 74345 target 0 sl 0 nimblrta alert delayed demonstration httpstcoz4zqigje0o
1037,pullback sell axisbank 73785 6172021 22500 pm sl 7454 t2 72878 nimblrta amibroker alert delayed 15 httpstcokiudlxhsra
1038,pullback sell axisbank 737 6182021 91500 sl 7432 t1 73116 nimblrta amibroker alert delayed 15 min httpstcopk8jbiuqwd
1039,reversal sell axisbank 73195 6182021 95500 sl 7432 t1fibo 72697 t2fibo 72077 t3fibo 71457 httpstcolxiafjkwxy
1040,reversal sell axisbank 73195 6182021 95500 sl 7432 t1 73116 nimblrta amibroker alert delayed 15 httpstcodu1nyry3z6
1041,icmcbo alert sell axisbank cmp 7278 target 0 sl 0 nimblrta alert delayed demonstration httpstconjwrsgqmji
1042,icmcbo alert buy axisbank cmp 73335 target 0 sl 0 nimblrta alert delayed demonstration httpstco6pdu1gfzov
1043,reversal buy axisbank 73315 6182021 25000 pm sl 72225 t2 73836 nimblrta amibroker alert delayed 15 httpstcoayghvislvi
1044,icmcbo alert buy axisbank cmp 7314 target 0 sl 0 nimblrta alert delayed demonstration f httpstcocgumluvdbj
1045,icmcbo alert buy axisbank cmp 7352 target 0 sl 0 nimblrta alert delayed demonstration f httpstcoakicjlt0n0
1046,icmcbo alert buy axisbank cmp 74115 target 0 sl 0 nimblrta alert delayed demonstration httpstcoynqubsdzpq
1047,reversal sell axisbank 7369 6232021 23500 pm sl 74375 t1 7317 nimblrta amibroker alert delayed 15 httpstco9kkwb3afhz
1048,icmcbo alert buy axisbank cmp 737 target 0 sl 0 nimblrta alert delayed demonstration httpstcoquglhjzm42
1049,icmcbo alert sell axisbank cmp 7365 target 0 sl 0 nimblrta alert delayed demonstration httpstcotrikm2ln4w
1050,icmcbo alert buy axisbank cmp 74155 target 0 sl 0 nimblrta alert delayed demonstration httpstco1ijeyh8l9e
1051,icmcbo alert buy axisbank cmp 7584 nimblrta alert delayed demonstration live alert httpstcoblkm0ssfqu
1052,morning move nf convincing led ril bnf showed clear outperformance led icicibank httpstcovnq9vob2jq
1053,cbi book gautam thapar former chairman crompton greave 2435 crore fraud case follow buzz_lyte mor httpstcofelm771k2x
1054,buy axisbank abv 748 axisbank frontpage_app
1055,carried option sell axisbank 740 ce 1 lot 275 buy 750 ce 2 lot 22 entry 165 sl 5 tgt 41 cmp 165 axisbank frontpage_app
1056,axisbank tgt achieved axisbank 758 profit rs12000 per lot frontpage_app
1057,axisbank carried option exit long axisbank 750ce 2 lot 3250 short 740ce 38 book prof httpstcob1agwdats9
1058,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3
1059,axisbank sbi icicibank showing strength buy day high sl 2 httpstcorbdjeqzv1b
1060,axisbank sbin icicibank well httpstcoh1bpiucxev
1061,axisbank much awaited breakout httpstco2gspalmxhh
1062,rt prashant280294 axisbank much awaited breakout httpstco2gspalmxhh
1063,axisbank close 765 fantastic httpstcozfe58ny62l
1064,rt ameyanifty axisbank close 765 fantastic httpstcozfe58ny62l
1065,chart banknifty axisbank icicibank hdfcbank sbin chart looking bullish httpstcor2fnmn5mn3
1066,long time axisbank crossed 758 level watch
1067,axisbank look great breakout daily weekly chart volume
1068,axisbank 755 765 tgt hit httpstcojwuxq4kqen
1069,axisbank 738 gt 765 far going expected far close 760 bring given target httpstco8ytvrfsnty
1070,axisbank bo stockmarket httpstcorwyaxnc7j7
1071,axis bank cup handle breakout cmp 764 target 798 825850 axisbank chart httpstco96er7ihqxb
1072,rt vinitmalik07 nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 axisb
1073,axisbank target achieved icicibank target t1 750 still intact httpstcoasvq3ymhjn
1074,rt vinitmalik07 nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 axisb
1075,axisbank abki baar 900 paar frontpage_app
1076,rt rachitpjain think banknifty good technically stock look good axisbank hdfcbank icicibank sbin
1077,axisbank chart httpstcotz168woxcw httpstco9olvrdaoop
1078,axisbank rocked today httpstcosiflbc6q3u
1079,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3
1080,axisbank 765764 let seller exhaust supply might go side way inside today strong candle
1081,nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 httpstcosvjli2ojlw
1082,rt vinitmalik07 nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 axisb
1083,nifty bank shed 530 pt bear hover stock indusind sbi axis bank icici bank hdfc bank steep fal httpstco6wgf44zlqv
1084,bank nifty scrap early gain trade flat au small kotak bank weigh axis bank top gainer httpstcoxdmcy0guwp
1085,axis bank board allots 14 lakh equity share esop scheme httpstco7veiwehm3a axisbank
1086,nifty bank index rally 16 axis bank sbi icici bank top performer httpstcojkdmjinpe3 nifty niftybank httpstcoxdcrzjnmkg
1087,keep eye sbi nifty banknifty axisbank
1088,axisbank cmp 761 breakout buy dip
1089,2 btst pick axisbank abfrl aditya birla fashion risky work give 5 1 day btst nifty50 httpstcogisdq0l1vo
1090,never apply loan service axisbank worst service
1091,sensex 226pts end 52925 nifty 69pts end 15860 follow stockinvesta stockmarketindia httpstcojfr8vexkt0
1092,rt stockinvesta sensex 226pts end 52925 nifty 69pts end 15860 follow stockinvesta stockmarketindia stockmarket st
1093,view bull keep eye axisbank cash cmp 74530741 sup 735 gogiandgoli niftyfuture banknifty nse bse httpstcoicqvidjdjo
1094,axisbank cash 74530 75650 gogiandgoli niftyfuture banknifty nse bse sensexbaba stockmarket httpstcoo5wcwj8hzw
1095,axisbank cash 74530 76595 gogiandgoli niftyfuture banknifty nse bse sensexbaba stockmarket httpstcoo8galph7ib
1096,took basket stock long short today axisbank short itc shorty lt short tatamotors long httpstcovkek5k38oc
1097,booked profit ultracemco tatamotors whent long bajfinance hcltech carrying short axisbank itc lt fu httpstcobwer1nvbk9
1098,rejig part 2 lot sectoral rotation today adjustment position p httpstcocot8aijodo
1099,tatasteel axisbank sbi icicibank hindalco top gainer today trade
1100,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcowmgltxepvm
1101,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcobqowwtxzov
1102,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcolj7tr4yimj
1103,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcogyljxjffsb
1104,stockmarketicons nifty sgxnifty nifty50 banknifty niftyfuture postmarket tatasteel axisbank sbi httpstco1epxu1wybe
1105,nifty closed 1568695 sensex closed 5230608 adaniports wipro divislab shreecem jswsteel kotakbank httpstcouykjw2r26b
1106,closing bell nifty closed 15863 sensex closed 5292504 reliance ntpc titan hindunilvr asianpaint httpstcojorlnlvek1
1107,closing bell today nifty 50 top gainer tatasteel axisbank sbi icicibank hindalco httpstcodzyffue2dx
1108,axisbank boooooom bought 7447 high made far 764 lot size 1200 hadc indicator nifty nifty50 httpstco9pug3rud9e
1109,axisbank boooooom bought 7447 new high made 765 lot size 1200 hadc indicator nifty nifty50 tatasteel httpstcoo6fycdxgwd
1110,rt beingakash26_ axisbank boooooom bought 7447 new high made 765 lot size 1200 hadc indicator nifty nifty50 tatasteel cadi
1111,hdfcbank axisbank citibank sbi
1112,always watch heavy weighed hdfcbank kotakbank icicibank axisbank stock confirm banknifty move neces httpstcoiwdbyga6tf
1113,bankninfty nifty50 nifty enjoy ride bank nifty look like huge upside view working perfec httpstcohvuvzklzrm
1114,think banknifty good technically stock look good axisbank hdfcbank icicibank sbin
1115,axisbank weekly chart httpstcoiokx2z0jyj
1116,rt rachitpjain think banknifty good technically stock look good axisbank hdfcbank icicibank sbin
1117,businessnews equity benchmark sensex tumbled 179 point thursday weighed loss index heavyweight httpstcoidlqovaxzb
1118,businessnews equity benchmark sensex jumped 226 point end fresh lifetime high friday boosted httpstcohfeekdkey9
1119,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3
1120,axisbank trend breakout httpstcowaotmve5f3
1121,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3
