,Tweets,Sentiment
838,msci india index premium race past 55 emerging market peer report tbg livestockrates finance market httpstcotuoegnscdt,Negative
839,india pesticide ipo open week tbg livestockrates finance market trading nsel marketnews httpstcodsa0avz4dr,Neutral
840,ntpc gain 3 strong march quarter performance tbg livestockrates finance market trading nsel httpstcozg0rwin64y,Positive
841,cryptocurrencies tumble amid china crackdown bitcoin miner tbg livestockrates finance market trading httpstcobqixwfouoh,Neutral
842,expectation buildup ahead reliance agm key announcement eyed tbg livestockrates finance market trading httpstco49tkzjwb66,Neutral
843,ntpcs q4 power stock renewable plan remain key tbg livestockrates finance market trading nsel httpstcojlydwk2mnu,Neutral
844,meme stock drop new gamestop ceo take rein tbg livestockrates finance market trading nsel httpstco1b177ju3h1,Positive
845,dow surge 600 point head best day since march stock charge higher worst week since october httpstcoggbqsq3xvs,Positive
846,ray dalio say fed cant tighten without big negative effect market tbg livestockrates finance httpstcorqagofeqi3,Negative
847,share amazon partner morrison soared 1210 billion approach tbg livestockrates finance market httpstcom4g7ydg3pw,Neutral
848,paypal hiking digital fee retailer wall street like move tbg livestockrates finance market httpstcoguud3twr0b,Neutral
849,centrum capital report loss r 42 cr fy21 tbg livestockrates finance market trading nsel marketnews httpstcoozipfw8om8,Neutral
850,jaypee infratech post r 4916 cr loss march quarter tbg livestockrates finance market trading nsel httpstco0mxlwix3oq,Neutral
851,ge power india post 8 rise march quarter profit r 16 cr tbg livestockrates finance market trading httpstco6hug0dqxmm,Neutral
852,jalan kalrock consortium say decide next step studying nclts written order tbg livestockrates httpstcoipdglq7eno,Neutral
853,vodafone idea offer voice data benefit low income user tbg livestockrates finance market trading httpstcolpmptofq48,Neutral
854,nmdc post eightfold jump pat r 2838 cr q4 tbg livestockrates finance market trading nsel httpstcoq0ck5pzd8h,Neutral
855,sobha q4 profit 65 r 179 cr tbg livestockrates finance market trading nsel marketnews httpstcofc9zbljmiv,Neutral
856,minda industry make foray uzbekistan buy 51 stake uz chasys tbg livestockrates finance market httpstcormnjwfe9ws,Neutral
857,sebi exempts heineken international open offer obligation ubl case tbg livestockrates finance market httpstcokragwfd3wd,Neutral
858,jet airway share halved since closure operation 2019 tbg livestockrates finance market httpstcohgrrvae09d,Neutral
859,fed loretta mester say framework need explicit financial stability tbg livestockrates finance httpstcolddapt0df2,Neutral
860,wabco india promoter group plan sell 65 lakh share tbg livestockrates finance market trading httpstco1vc9grfkwa,Neutral
861,public money stolen 8090 haircut nclt resolution case harsh goenka tbg livestockrates httpstcolz1lgarpjx,Negative
862,trade setup nifty face strong resistance 1585015900 immediate short term tbg livestockrates finance httpstcoxllzi77zw3,Positive
863,dipam seek bid transaction advisor idbi bank strategic disinvestment last date july 13 tbg httpstcoj9myjqcyjk,Neutral
864,hul hike supply chain capacity add alternate source prepare possible third covid wave tbg httpstcobk3hk4ldnz,Neutral
865,iifcl seek reserve bank nod lend invits earmark r 4000 crore tbg livestockrates finance market httpstco0je9mwrs9s,Neutral
866,nsebse bulk deal hdfc bank sell stake cdsl tbg livestockrates finance market trading nsel httpstco3oizjbfex4,Neutral
867,nasdaq eye record closing high powell testimony loom tbg livestockrates finance market trading nsel httpstcotwsg9agnjy,Positive
868,hero motocorp raise price r 3000 july tbg livestockrates finance market trading nsel httpstcocaa7ynkdy6,Neutral
869,biggest gainer loser venkys hfcl put strong show pokarna shed 14 tbg livestockrates finance httpstcoubeh5l0q13,Positive
870,market mover solar panel maker may gain china expense tbg livestockrates finance market trading httpstcorpcofimxdj,Neutral
871,fm asks infosys fix issue new portal priority tbg livestockrates finance market trading httpstconmxhjqgj4z,Positive
872,bitcoin drop 30000 first time 5 month tbg livestockrates finance market trading nsel httpstcohgavc0m62v,Positive
873,hope see jet airway flying year end airline resolution professional tbg livestockrates finance httpstcok049rul3di,Positive
874,tech view nifty50 bull lack conviction consolidation likely tbg livestockrates finance market trading httpstco1v5ft8ons7,Neutral
875,rising competition may affect operating margin construction company tbg livestockrates finance market httpstcodaiwll2bpz,Neutral
876,crude oil future dip weak spot demand tbg livestockrates finance market trading nsel marketnews httpstco6zsoubvfm6,Negative
877,zinc future muted demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcomciuppxonh,Neutral
878,aluminium future fall low demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcoaygywsb6z3,Neutral
879,nickel future rise firm spot demand tbg livestockrates finance market trading nsel marketnews httpstcofpr9wutueo,Negative
880,soybean future rise fresh bet tbg livestockrates finance market trading nsel marketnews newsupdate httpstcoa5nw5wz3yw,Positive
881,european bond market seek postfed direction focus ecb sale tbg livestockrates finance market trading httpstco5cgsxr16im,Neutral
882,fampo followup buying missing market vix signal volatility ahead tbg livestockrates finance market httpstcoqza4gmlbqz,Negative
883,sensex retreat 53k end flat nifty 15750 financial stock drag tbg livestockrates finance httpstcoh7xjsggktr,Negative
884,gold edge higher r 45 silver slip r 66389 tbg livestockrates finance market trading nsel httpstcociucapmsz2,Positive
885,u market nasdaq hit record high big tech roar back tbg livestockrates finance market trading nsel httpstcomi5z7t1ooq,Positive
886,sensex hit 53000mark first time ever improving investor sentiment tbg livestockrates finance market httpstcowprwr6mzly,Positive
887,india pesticide raise 240 crore 12 anchor investor ahead ipo tbg livestockrates finance market httpstcoprrokgsqj1,Neutral
888,oil near 100 commodity boom likely resume qatar forum tbg livestockrates finance market trading httpstcobawjldh0qc,Positive
889,gamestop jump raising 11 billion stock sale plan tbg livestockrates finance market trading nsel httpstcoyrhhks7dad,Neutral
890,somanys corrective step bridge valuation gap kajaria tbg livestockrates finance market trading httpstcorpcg33db4s,Neutral
891,wall st update nasdaq eye record closing high powell testimony loom tbg livestockrates finance market httpstcop4femwe100,Positive
892,sun pharma revlimid drug patent settlement enthuse street tbg livestockrates finance market httpstcopbsqdr79ic,Neutral
893,blockchain capital venture capital firm raise 300 million paypal visa tbg livestockrates finance httpstcoe3ox4m0jai,Negative
894,hdfc bank sell cdsl share worth 185 cr open market transaction tbg livestockrates finance market httpstcoavwzaakuhs,Positive
895,ubl case sebi exempts heineken international open offer obligation tbg livestockrates finance market httpstcojtbnwtywxd,Neutral
896,timken india q4 revenue strong profit weaker tbg livestockrates finance market trading nsel httpstcoevpiw5osjp,Positive
897,jet airway share price hit upper circuit nclt approves resolution plan tbg livestockrates finance httpstcoxjuobmebon,Neutral
898,nasdaq hit record high ahead business activity data tbg livestockrates finance market trading nsel httpstcoqb0mkjbikw,Positive
899,ril agm 2021 here expect mukesh ambanis speech tbg livestockrates finance market trading httpstcoypdxo4tde4,Neutral
900,tech view nifty form bearish belt hold candle analyst cautious tbg livestockrates finance market trading httpstco3tcqm242wf,Neutral
901,gold gain r 110 silver climb r 324 tbg livestockrates finance market trading nsel marketnews httpstcovwujqsveq7,Neutral
902,sensex end 283 point lower nifty 15700 bel jump 11 tbg livestockrates finance market trading httpstcoosddezeksk,Neutral
903,london stock climb driven glaxosmithkline resource name tbg livestockrates finance market trading httpstcotg4wg9mxno,Neutral
904,gold price climb toward highest finish week tbg livestockrates finance market trading nsel marketnews httpstcopfaxyl8rje,Neutral
905,nasdaq composite look add record rally sampp 500 dow struggle momentum tbg livestockrates finance httpstcohuxfmcl3hm,Neutral
906,gamestop joining russell 1000 amc isnt tbg livestockrates finance market trading nsel httpstcotqzdugusep,Neutral
907,bunch ev av stock getting added russell 3000 tbg livestockrates finance market trading httpstcodzs02queik,Neutral
908,global stock mixed investor seek fresh direction tbg livestockrates finance market trading nsel httpstcoikai4qznjh,Positive
909,plug power drop carvana slide stock inching higher tbg livestockrates finance market trading httpstcoxjmy19y1dd,Positive
910,european stock ease pmi show business activity surging tbg livestockrates finance market trading nsel httpstcokuju1tcygv,Neutral
911,oil higher industry data show drop u inventory tbg livestockrates finance market trading nsel httpstcot68dutojtr,Positive
912,morgan stanley bar unvaccinated employee client new york office tbg livestockrates finance market httpstcopjzyw8m85n,Positive
913,bank england caught inflation delta risk tbg livestockrates finance market trading nsel httpstco0novaowzj7,Neutral
914,xpeng stock jump chinese tesla rival reportedly get approval hong kong ipo tbg livestockrates finance httpstco9jdgu3qb9s,Neutral
915,bitcoin bounce back trade 34000 dogecoin 40 tbg livestockrates finance market trading nsel httpstcoxey3vn4ziq,Neutral
916,india pesticide ipo fully subscribed day 1 tbg livestockrates finance market trading nsel marketnews httpstcoidalp3rk36,Neutral
917,sebi bet ai machine learning plan data analytics project track market manipulation tbg livestockrates httpstcorzdhhbxhbu,Neutral
918,world top bitcoin miningrig maker halt sale client flee tbg livestockrates finance market trading httpstcob9vmrom6vk,Positive
919,crypto rat poison third mainstream investment firm tell jpmorgan tbg livestockrates finance market httpstco5btjwnqsep,Negative
920,rupee snap 2day losing streak close higher u dollar tbg livestockrates finance market trading httpstcolcfn2oziob,Positive
921,jet airway hit upper circuit nclt approves resolution plan tbg livestockrates finance market trading httpstcoblexclllvm,Neutral
922,nifty fy21 eps 142 highest since fy11 despite downgrade tbg livestockrates finance market trading httpstcootqhvuboyj,Neutral
923,gary gensler say sec focusing spacs retail trading apps tbg livestockrates finance market trading httpstcof1wnhyhmrs,Negative
924,5g phone jiobook aramco news watch ril agm tbg livestockrates finance market trading nsel httpstco2uma9zeehy,Neutral
925,ashoka buildcon q4 review order win crucial going ahead icici security tbg livestockrates finance market httpstcoaznz4i1xml,Positive
926,dow sampp 500 trade mixed nasdaq composite aim 16th record close tbg livestockrates finance market httpstcomd5ibwzfc6,Neutral
927,gold price climb highest finish week tbg livestockrates finance market trading nsel marketnews httpstcor9jl3kevgo,Neutral
928,electronic art buying mobile game studio playdemic 14b tbg livestockrates finance market httpstcoits45ybwvd,Negative
929,u stock mixed release economic data tbg livestockrates finance market trading nsel marketnews httpstcom5j0sie4dh,Positive
930,fannie mae freddie mac share dive supreme court ruling tbg livestockrates finance market trading httpstcomhq3gcbuso,Neutral
931,luxurygoods result exceptional thats bad news say hsbc tbg livestockrates finance httpstcokjppkjwc0i,Negative
932,oil price rise u crude inventory 5th straight week tbg livestockrates finance market httpstcojuevkjitqt,Negative
933,microsoft worth 2 trillion analyst daniel ives say wont stop tbg livestockrates finance httpstcomxmtbqpjwz,Positive
934,gensler sec focusing spacs retail trading apps tbg livestockrates finance market trading nsel httpstcotddj1pgf6w,Negative
935,better realization provide nmdc solace amid rising royalty charge tbg livestockrates finance market trading httpstcoqv2wth5j2e,Positive
936,market may flying high india inc earnings upgrade go missing tbg livestockrates finance market httpstco08euw50ed1,Negative
937,danish meme stock soar goldman sachs briefly build stake tbg livestockrates finance market httpstcoolejr3ijtd,Neutral
938,bitcoin bounce back trade 34000 dogecoin 40 tbg livestockrates finance market trading nsel httpstcozhfzbbqvj9,Neutral
939,hcc q4 result net profit fall 49 r 157 crore tbg livestockrates finance market trading nsel httpstcohfbiicoane,Neutral
940,schneider electric infra q4 result firm loss narrow r 11 crore tbg livestockrates finance market httpstcokcvhelgyxd,Negative
941,apollo hospital q4 result co post net profit r 169 crore tbg livestockrates finance market trading httpstcokb30qlpqzc,Neutral
942,asia capital sell stake rbl bank tbg livestockrates finance market trading nsel marketnews newsupdate httpstcof2pvztyluz,Neutral
943,nike report earnings thursday dont expect beat tbg livestockrates finance market trading nsel httpstcoij72wztfqw,Neutral
944,asian market gain fed chief say u inflation temporary tbg livestockrates finance market trading httpstcoy2s3ih7zhu,Neutral
945,corning poised raise price display glass stock rally tbg livestockrates finance market trading httpstco2ve8mcrre6,Neutral
946,rallis india look boost manufacturing capacity launch new product tbg livestockrates finance market httpstcofxjd32v1tn,Positive
947,dabur replace paper carton used packing ayurvedic toothpaste tbg livestockrates finance market httpstcobvucc5j59q,Neutral
948,bank maharashtra get shareholder nod raise r 5000 cr tbg livestockrates finance market trading httpstcoreeqkhb74v,Neutral
949,future retail seek extension time filing result tbg livestockrates finance market trading nsel httpstcohxbcwjpvww,Neutral
950,lic housing finance raise r 2334 cr lic equity capital tbg livestockrates finance market httpstcocp6a5kyu91,Neutral
951,ptc india post 4 rise q4 profit r 4977 cr tbg livestockrates finance market trading nsel httpstcov4ixnnkhzg,Neutral
952,union bank india raise r 850 cr bond tbg livestockrates finance market trading nsel httpstco3w3nlus974,Neutral
953,jios made india 5g solution globally competitive mukesh ambani tbg livestockrates finance market httpstcob1jjfqmi6d,Neutral
954,ptc india board approves acquisition ilampfs energy development energy consulting biz tbg livestockrates httpstcojw3kpudx6i,Neutral
955,jio big opportunity tap jiophone next industry watcher tbg livestockrates finance market httpstcov0gl8up8rg,Neutral
956,nifty50 face stiff resistance 1585015900 level tbg livestockrates finance market trading nsel httpstcooaijwthi1h,Negative
957,nclt directs reliance home finance repay due ncd holder tbg livestockrates finance market trading httpstco5wmfqp1gg9,Negative
958,dow jones jump 300 pt sampp 500 nasdaq hit record high jobless claim ease tbg livestockrates finance httpstcodfclpazvdd,Positive
959,indian bank focus fee income cost reduction boost bottom line tbg livestockrates finance market httpstcotv3qmfwd19,Neutral
960,nifty form inside bar consolidation phase continues tbg livestockrates finance market trading nsel httpstco3z9sewlmti,Neutral
961,gold price fall r 93 silver rise r 99 tbg livestockrates finance market trading nsel marketnews httpstcoelg0b0xd7l,Neutral
962,crude oil future rise spot demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcofegpvyifeb,Negative
963,aluminium future fall low demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcoxtzq8oubar,Neutral
964,zinc future muted demand tbg livestockrates finance market trading nsel marketnews newsupdate httpstcomplsbd230f,Neutral
965,gmr infra pledge 24 crore share favour klj plasticizer tbg livestockrates finance market trading httpstcozx8x2qupuq,Neutral
966,fampo bullish candle amp inside bar nifty chart give bull edge tbg livestockrates finance market trading httpstcou1punrc4yh,Neutral
967,asirvad microfinance securitises mf loan worth r 262 crore tbg livestockrates finance market trading nsel httpstcog5zqjubega,Positive
968,robinhood ceo call change exchange pricing rule tbg livestockrates finance market trading nsel httpstco6cdb61ogwd,Neutral
969,sebi mull framework spacs help startup list bse nse tbg livestockrates finance market httpstcodqqzvjs5qd,Neutral
970,india flag high oil price concern opec tbg livestockrates finance market trading nsel marketnews httpstco0yl0diynbl,Positive
971,sona comstar shyam metalics make gain stock market debut tbg livestockrates finance market trading httpstco28skfbjw6t,Neutral
972,wall street nasdaq sampp 500 hit alltime high job recovery gain traction tbg livestockrates finance httpstco0fspitmcfc,Positive
973,mukesh ambanis plan fail prop ril stock tbg livestockrates finance market trading nsel marketnews httpstcounrta455ax,Negative
974,india pesticide ipo subscribed 379 time day 2 tbg livestockrates finance market trading nsel httpstco6wfakbjxzm,Neutral
975,halfway year steel ethanol lead rise commodity price tbg livestockrates finance market httpstcotxq2wd9h3o,Neutral
976,nasdaq set recordagain sampp 500 come close tbg livestockrates finance market trading nsel httpstco0insknxcsf,Neutral
977,gold price fall hold onto weektodate gain tbg livestockrates finance market trading nsel marketnews httpstcoclfg3qerrh,Neutral
978,dow extends gain 300 point biden announces infrastructure deal tbg livestockrates finance httpstco00b9xrprms,Neutral
979,caterpillar boeing share gain contribute dows 350point rally tbg livestockrates finance market trading httpstcohqi9nrnmnt,Neutral
980,walmart coming bank citigroup say tbg livestockrates finance market trading nsel marketnews httpstcodqrtdz1nix,Neutral
981,siemens stock could rise 50 tbg livestockrates finance market trading nsel marketnews newsupdate httpstcomwiph053yq,Neutral
982,deliveroo share jump ruling rider selfemployed tbg livestockrates finance market trading nsel httpstcohbajemshst,Neutral
983,amgen inc httpstco4d33pdyobp inc share gain lead dows 262point jump tbg livestockrates finance httpstcobbhmdldeoi,Neutral
984,eli lilly jump dollar tree slip stock market race higher tbg livestockrates finance market trading httpstconiypkirjy2,Positive
985,siemens ceo want reinvent 174yearold industrial giant tbg livestockrates finance market trading httpstcohgbahqsvwx,Neutral
986,treasury yield mixed following u jobless claim durablegoods gdp report tbg livestockrates finance httpstcofvcfnnkwt2,Neutral
987,bank lead european stock higher bond yield recover tbg livestockrates finance market trading nsel httpstcoa32ypyk6kr,Positive
988,copper miner stock could take hit new tax chile tbg livestockrates finance market trading nsel httpstco6ixckcoebb,Positive
989,asian market stall investor watch catalyst tbg livestockrates finance market trading nsel httpstcome049sieiw,Neutral
990,xpeng raise money hong kong listing tbg livestockrates finance market trading nsel marketnews httpstcoskr5azffea,Neutral
991,oil price rise brent holding ground 2 12year high tbg livestockrates finance market trading httpstcoroezvvouct,Positive
992,accenture stock rise strong earnings spending gaining steam tbg livestockrates finance market httpstco1egkiwex8k,Positive
993,airline share rise eu lift travel ban american report tbg livestockrates finance market trading httpstcocy3lbebzya,Neutral
994,vivendi confirms talk ackmans spac 10 stake universal music group tbg livestockrates finance httpstco5gxbz0pv2d,Neutral
995,berkshire hathaway inc cl b stock fall wednesday underperforms market tbg livestockrates finance market httpstcolmjrfiwivi,Neutral
996,toshiba board chairman fails win reappointment pivotal shareholder vote tbg livestockrates finance httpstcocbbapw6eec,Positive
997,asian market gain u stock rally infrastructure deal tbg livestockrates finance market trading httpstco9wcze5vwfs,Neutral
998,dow rise 300 point sampp 500 nasdaq score record biden announces infrastructure deal tbg httpstcod7qq7ancs0,Neutral
999,tesla inc stock outperforms competitor strong trading day tbg livestockrates finance market trading httpstco96zabx9frs,Positive
1000,35260 spot level banknifty decision maker keep eye near term view positional leader httpstco4njqy2i2f8,Positive
1001,rt supra_traders 35260 spot level banknifty decision maker keep eye near term view positional leader b,Positive
1002,getting call every morning past 3 month axis bank asking pay loan amount 18l httpstcojq6kmxxgv3,Negative
1003,maxlifeinsurance axisbank dgshipping fleetmanagement,Neutral
1004,rt vishalj02779969 maxlifeinsurance axisbank dgshipping fleetmanagement,Neutral
1005,dear axis bank someone miss emi share someone phonebook number collection agency withou httpstcokmjcyekocz,Neutral
1006,httpstcodxgpldxsir,Neutral
1007,rt anandapatil76,Neutral
1008,axisbank banknifty stock httpstcotxb2fz46ij,Neutral
1009,axisbank looking good current level 754 could touch 800 coming day buy current level httpstco3i6izep0c2,Positive
1010,axis bank axisbank mera paisa wapus kro jo consolder charge k nam pr debit kiya h,Neutral
1011,axisbank axisbank ji kisi cutmr k sath axis bank consolder charge k naam pr jyada paisa debit kr rha h wo sb tw httpstcovjg2bexdiz,Neutral
1012,want invest midcap mutual fund take look 3 best performing mid cap mutualfunds nipponindia httpstcoqtvsm1ef2e,Positive
1013,top gainer adn loser marketupdate stockmarketupdate tatasteel sbin axisbank stayinvested100 httpstcocib5sntj76,Positive
1014,banknifty breakout seen sustains 35165 expect good move coming day short term target 37 httpstco5dccdtietl,Positive
1015,axisbank range trading tight range last one month soon see good momentum httpstcoxiba6fanix,Positive
1016,rt tradin_insight axisbank range trading tight range last one month soon see good momentum sto,Positive
1017,rt avinashvr1991 axisbank httpstcovmprygrqwr,Neutral
1018,avinashvr1991 super awesome sir call party axisbank,Positive
1019,chart setup axisbank httpstcodhtqhdpfyi httpstcompydqhavy8,Neutral
1020,axisbank httpstcoe7vxt7zhxx httpstcodx7jwx2keu,Neutral
1021,entered axisbank httpstcox9w07ckadz,Neutral
1022,axisbank httpstcowlwzlskmav httpstcovmprygrqwr,Neutral
1023,axisbank century httpstco1pryyy3ozz httpstcotkonud119p,Neutral
1024,rt avinashvr1991 axisbank httpstcovmprygrqwr,Neutral
1025,rt avinashvr1991 axisbank century httpstcotkonud119p,Neutral
1026,axisbank 7401st tgt 738 done httpstcoyxxhbstbbn,Neutral
1027,tradingview axisbank 1st tgt 470 done high 744 httpstcox6hy7hbdpv,Positive
1028,tradingview 21 june axisbank made 749 towards 2 tgt tatasteel 1126 towards 1 tgt sell nifty 15600pe low 1 httpstcowtteiojmjm,Neutral
1029,tradingview 21 june tatasteel 1160 2nd tgt done entry 1100 axisbank made 749 towards 2 tgt,Neutral
1030,positionaltrading tradingview axisbank high 758 near 3 tgt 760 tatasteel high 1170 near 3 tgt httpstconsd0jyux8n,Positive
1031,axisbank stuck range 6 week trend positive 751 sustain good long support ment httpstcokwg5coyco9,Positive
1032,axisbank bought 754 yesterday told 751 support remaining 720725 mastersimplicity httpstcow3tsxtbnrj,Neutral
1033,mutualfund favourite stock icicibank 521 scheme hdfcbank 496 scheme airtel 490 scheme infosys 4 httpstcoinqbwivwtt,Neutral
1034,axisbank break 01st hurdle 750 next 760,Neutral
1035,axisbank httpstcohmz5ywf3p7,Neutral
1036,icmcbo alert sell axisbank cmp 74345 target 0 sl 0 nimblrta alert delayed demonstration httpstcoz4zqigje0o,Neutral
1037,pullback sell axisbank 73785 6172021 22500 pm sl 7454 t2 72878 nimblrta amibroker alert delayed 15 httpstcokiudlxhsra,Neutral
1038,pullback sell axisbank 737 6182021 91500 sl 7432 t1 73116 nimblrta amibroker alert delayed 15 min httpstcopk8jbiuqwd,Neutral
1039,reversal sell axisbank 73195 6182021 95500 sl 7432 t1fibo 72697 t2fibo 72077 t3fibo 71457 httpstcolxiafjkwxy,Neutral
1040,reversal sell axisbank 73195 6182021 95500 sl 7432 t1 73116 nimblrta amibroker alert delayed 15 httpstcodu1nyry3z6,Neutral
1041,icmcbo alert sell axisbank cmp 7278 target 0 sl 0 nimblrta alert delayed demonstration httpstconjwrsgqmji,Neutral
1042,icmcbo alert buy axisbank cmp 73335 target 0 sl 0 nimblrta alert delayed demonstration httpstco6pdu1gfzov,Neutral
1043,reversal buy axisbank 73315 6182021 25000 pm sl 72225 t2 73836 nimblrta amibroker alert delayed 15 httpstcoayghvislvi,Neutral
1044,icmcbo alert buy axisbank cmp 7314 target 0 sl 0 nimblrta alert delayed demonstration f httpstcocgumluvdbj,Neutral
1045,icmcbo alert buy axisbank cmp 7352 target 0 sl 0 nimblrta alert delayed demonstration f httpstcoakicjlt0n0,Neutral
1046,icmcbo alert buy axisbank cmp 74115 target 0 sl 0 nimblrta alert delayed demonstration httpstcoynqubsdzpq,Neutral
1047,reversal sell axisbank 7369 6232021 23500 pm sl 74375 t1 7317 nimblrta amibroker alert delayed 15 httpstco9kkwb3afhz,Neutral
1048,icmcbo alert buy axisbank cmp 737 target 0 sl 0 nimblrta alert delayed demonstration httpstcoquglhjzm42,Neutral
1049,icmcbo alert sell axisbank cmp 7365 target 0 sl 0 nimblrta alert delayed demonstration httpstcotrikm2ln4w,Neutral
1050,icmcbo alert buy axisbank cmp 74155 target 0 sl 0 nimblrta alert delayed demonstration httpstco1ijeyh8l9e,Neutral
1051,icmcbo alert buy axisbank cmp 7584 nimblrta alert delayed demonstration live alert httpstcoblkm0ssfqu,Positive
1052,morning move nf convincing led ril bnf showed clear outperformance led icicibank httpstcovnq9vob2jq,Positive
1053,cbi book gautam thapar former chairman crompton greave 2435 crore fraud case follow buzz_lyte mor httpstcofelm771k2x,Neutral
1054,buy axisbank abv 748 axisbank frontpage_app,Neutral
1055,carried option sell axisbank 740 ce 1 lot 275 buy 750 ce 2 lot 22 entry 165 sl 5 tgt 41 cmp 165 axisbank frontpage_app,Neutral
1056,axisbank tgt achieved axisbank 758 profit rs12000 per lot frontpage_app,Neutral
1057,axisbank carried option exit long axisbank 750ce 2 lot 3250 short 740ce 38 book prof httpstcob1agwdats9,Negative
1058,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3,Neutral
1059,axisbank sbi icicibank showing strength buy day high sl 2 httpstcorbdjeqzv1b,Positive
1060,axisbank sbin icicibank well httpstcoh1bpiucxev,Neutral
1061,axisbank much awaited breakout httpstco2gspalmxhh,Positive
1062,rt prashant280294 axisbank much awaited breakout httpstco2gspalmxhh,Positive
1063,axisbank close 765 fantastic httpstcozfe58ny62l,Positive
1064,rt ameyanifty axisbank close 765 fantastic httpstcozfe58ny62l,Positive
1065,chart banknifty axisbank icicibank hdfcbank sbin chart looking bullish httpstcor2fnmn5mn3,Neutral
1066,long time axisbank crossed 758 level watch,Negative
1067,axisbank look great breakout daily weekly chart volume,Positive
1068,axisbank 755 765 tgt hit httpstcojwuxq4kqen,Neutral
1069,axisbank 738 gt 765 far going expected far close 760 bring given target httpstco8ytvrfsnty,Positive
1070,axisbank bo stockmarket httpstcorwyaxnc7j7,Neutral
1071,axis bank cup handle breakout cmp 764 target 798 825850 axisbank chart httpstco96er7ihqxb,Neutral
1072,rt vinitmalik07 nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 axisb,Positive
1073,axisbank target achieved icicibank target t1 750 still intact httpstcoasvq3ymhjn,Neutral
1074,rt vinitmalik07 nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 axisb,Positive
1075,axisbank abki baar 900 paar frontpage_app,Neutral
1076,rt rachitpjain think banknifty good technically stock look good axisbank hdfcbank icicibank sbin,Positive
1077,axisbank chart httpstcotz168woxcw httpstco9olvrdaoop,Neutral
1078,axisbank rocked today httpstcosiflbc6q3u,Neutral
1079,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3,Neutral
1080,axisbank 765764 let seller exhaust supply might go side way inside today strong candle,Positive
1081,nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 httpstcosvjli2ojlw,Positive
1082,rt vinitmalik07 nifty50 stock giving good weekly closing good july expiry icicibank cmp 648 tc cmp 3368 axisb,Positive
1083,nifty bank shed 530 pt bear hover stock indusind sbi axis bank icici bank hdfc bank steep fal httpstco6wgf44zlqv,Neutral
1084,bank nifty scrap early gain trade flat au small kotak bank weigh axis bank top gainer httpstcoxdmcy0guwp,Positive
1085,axis bank board allots 14 lakh equity share esop scheme httpstco7veiwehm3a axisbank,Neutral
1086,nifty bank index rally 16 axis bank sbi icici bank top performer httpstcojkdmjinpe3 nifty niftybank httpstcoxdcrzjnmkg,Positive
1087,keep eye sbi nifty banknifty axisbank,Neutral
1088,axisbank cmp 761 breakout buy dip,Neutral
1089,2 btst pick axisbank abfrl aditya birla fashion risky work give 5 1 day btst nifty50 httpstcogisdq0l1vo,Neutral
1090,never apply loan service axisbank worst service,Negative
1091,sensex 226pts end 52925 nifty 69pts end 15860 follow stockinvesta stockmarketindia httpstcojfr8vexkt0,Neutral
1092,rt stockinvesta sensex 226pts end 52925 nifty 69pts end 15860 follow stockinvesta stockmarketindia stockmarket st,Neutral
1093,view bull keep eye axisbank cash cmp 74530741 sup 735 gogiandgoli niftyfuture banknifty nse bse httpstcoicqvidjdjo,Neutral
1094,axisbank cash 74530 75650 gogiandgoli niftyfuture banknifty nse bse sensexbaba stockmarket httpstcoo5wcwj8hzw,Neutral
1095,axisbank cash 74530 76595 gogiandgoli niftyfuture banknifty nse bse sensexbaba stockmarket httpstcoo8galph7ib,Neutral
1096,took basket stock long short today axisbank short itc shorty lt short tatamotors long httpstcovkek5k38oc,Negative
1097,booked profit ultracemco tatamotors whent long bajfinance hcltech carrying short axisbank itc lt fu httpstcobwer1nvbk9,Negative
1098,rejig part 2 lot sectoral rotation today adjustment position p httpstcocot8aijodo,Neutral
1099,tatasteel axisbank sbi icicibank hindalco top gainer today trade,Positive
1100,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcowmgltxepvm,Neutral
1101,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcobqowwtxzov,Neutral
1102,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcolj7tr4yimj,Neutral
1103,sensex bse itc maruti bhartiairtel ongc hdfc infosys tc reliance kotakbank icicibank hdfcbank titan httpstcogyljxjffsb,Neutral
1104,stockmarketicons nifty sgxnifty nifty50 banknifty niftyfuture postmarket tatasteel axisbank sbi httpstco1epxu1wybe,Neutral
1105,nifty closed 1568695 sensex closed 5230608 adaniports wipro divislab shreecem jswsteel kotakbank httpstcouykjw2r26b,Negative
1106,closing bell nifty closed 15863 sensex closed 5292504 reliance ntpc titan hindunilvr asianpaint httpstcojorlnlvek1,Negative
